Feature ID	Taxon	Confidence
f925f8ac025f8845276a668a12f1d386	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	0.9999999860263388
ebef4920c64fefbee49ab52dd15ee9ef	d__Eukaryota	0.8622565118198674
f592a266131e269ae35c3f38795b3007	d__Eukaryota	0.7629202762546146
584e76ea79fe73e1c663aafd2c451547	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Filifactor;s__	0.9999999999995453
583a5cd39a0cadd07a1af6ad62d06dba	d__Eukaryota	0.8004711778850973
c61039276ed25afd42c77508c5f20e92	d__Eukaryota	0.8018519883527868
2b9bb143195948b0e7008e05b6e4b7c2	d__Eukaryota	0.8857968140842927
ce346a87c853232f0f0e380cf59447ac	d__Eukaryota	0.8903884834613514
f079d12a93821da7f534714edff9c1f4	d__Eukaryota	0.8332296631878691
9b50385d2b66f4f263c6a2c552a3da91	Unassigned	0.558519922490815
afaec786e70cd3472f221029aa5c2f99	Unassigned	0.8840998236252052
9dc816328eb057b54c8d3e07ff1ec559	d__Eukaryota	0.9642917820710353
b474667bde1c74b339a25723b24f90ed	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Oceanivirga;s__	0.9715349678192257
b59caeed9d5483efeff44d020ef79706	d__Eukaryota	0.9165202950120697
881c7357656de6e6d099787be821b741	Unassigned	0.42599426546558594
0e35a8925d1e7e88a03897061c2d828a	d__Eukaryota	0.7940550967547698
e6920c8df7f658247ffc23ce6c3ec8a2	d__Eukaryota	0.786361154308038
9e01df24242c82b334c2493e3699f5cb	Unassigned	0.7602723572757789
00d17d5f03595b8962bbd44330b2a13d	d__Eukaryota	0.935773128513429
1ead5c71723c0c9e016863c0d892c02b	d__Eukaryota	0.8489269131463939
81a82c6ed10f8661f4e292d8b4658743	d__Eukaryota	0.828252725398412
29cf9b048ee886700e32d89e217e248b	d__Eukaryota	0.827479502945575
1a4133b05f657fa1ea67467f3349f35a	d__Eukaryota	0.8283542904612933
bac8519c9984a62f3ef1d0e8b7542dd0	d__Eukaryota	0.8222034025652474
400bc9103106d867db37e880bcb9a244	d__Eukaryota	0.8160688218556698
8669f862ea537f50037d2e457a4d0d4a	d__Eukaryota	0.887645598394753
2d990f220c990e5115edd53cebb364ad	Unassigned	0.3226118295400191
289e4f2f1df00f670a9c6a617d5bc546	d__Eukaryota	0.8530483200479553
d5f693d8b381ff4d256fc29c1c3c3115	d__Eukaryota	0.8270436506395882
427e42e2cac5f20b321979d11e194a76	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	0.9999999981220924
8f26f877b4eabb0a9b241b4b0d95b53f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	0.9999999978630854
f0d24baa0a5ed70f4c0e75e8fc869e7b	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacteriales_(SR1);f__Absconditabacteriales_(SR1);g__Absconditabacteriales_(SR1);s__	0.9999999999999716
aae406f7059428655b4b097848c34282	Unassigned	0.776220315023763
129bcca8546345b9e52d1c5cdf251727	d__Eukaryota	0.9818416517890852
33ee9042080e26d1fa635e2871fdbeef	d__Eukaryota	0.889044952494442
46b64522bafb0f1f676a740e5f7ce420	Unassigned	0.622232630650323
ae12be821f4ff675ffd4b4e2479e96fe	Unassigned	0.5741162727648097
4dfacdf52fc88e3bc4f049578c223a07	Unassigned	0.41353133093439987
31f8c45a32dd742b73e135ae3ab05fbf	d__Eukaryota	0.9053619809494502
7b8f2e85d44cb8e2bceab0f113fb1147	d__Eukaryota	0.9096904257051217
91a7b4ecd06f7c58af9f7495e4d95c46	d__Eukaryota	0.909686847601736
8fd290d5063c96a81b4e35ced984501e	d__Eukaryota	0.914007524039339
6015f627686e28870e613e59d79ed4b1	Unassigned	0.4610400203538475
31818cb502979a2d4ef643500ffbf585	Unassigned	0.3844550838663696
d8d5e4816c71ef87dabaefafcddc5e7e	Unassigned	0.7392606096738432
866d160aa50dfd155af8b90dcfba34e2	Unassigned	0.6856888367717584
02e36bbf990b6ac54ed2a76fa09cb0db	Unassigned	0.7209476396157601
8aad4639f6633eec8fb18cf3d8d72a77	Unassigned	0.703761726227168
6080eaabd65b81b4a4b606b4b979e8b7	Unassigned	0.6883786867814391
46367f087a71ef42785cb73020a8a82a	Unassigned	0.6677390628563762
abf4bba69012473de62a7f7152f1a480	Unassigned	0.6672562156955542
10c9864f3d33c7baa0ec94d4f6cc896a	Unassigned	0.7285570345929073
6180b23e995614086a39abcb940ec30b	Unassigned	0.7094428398283297
5eedb80df8d863e9ee4de27fc2366f0c	Unassigned	0.674236799118942
95aa0107b2570767507a18d58c5cfd97	Unassigned	0.6498213170415568
1062c22e1c0610669cd4629eb3e0a375	d__Eukaryota	0.7254326026032533
5aba1c48a939cacd60ab16b519fd34a3	d__Eukaryota	0.7571187345373731
de9c7ca8b8557f81bd076777b4841335	d__Eukaryota	0.7341981470315189
d34daae845799ce981b268926896b215	d__Eukaryota	0.7287400905871695
72d95e5b015f825340348fa02be73f0c	d__Eukaryota	0.7029386200030354
34761596f8b10560e6380792276aabd3	d__Eukaryota	0.7301667067790257
5f44d300ca59288281464f1e4cca77d8	d__Eukaryota	0.7497960865475115
21eccf119e0a42c266e94770a93b7831	Unassigned	0.30137601472746867
399ce5038fe318309aca396f228e9f6e	d__Eukaryota	0.7330883502188726
